"PassengerId","Family_name","first_name","Sex","Survived","Age","Ticket_class","Passenger.Crew","Citizenship","Position","Status","City","Lifeboat","Rescue.Vessel","Adult.Minor"
1458,"Kilkenney","Annie","female","no",22,"Third","Passenger","British","","Single","New York","","","Adult"
1459,"Kilkenny","Delia Mary","female","yes",33,"Third","Passenger","British","","Single","New York","","","Adult"
1460,"Killawe","Winifred","female","yes",30,"Third","Passenger","British","","Single","Pittsburgh","","","Adult"
1461,"King","Harry","male","no",24,"Third","Passenger","British","","","Chicago","","","Adult"
1462,"King","George","male","no",32,"Third","Passenger","British","","","W  Frankfort","","","Adult"
1463,"King","Sarah (Mrs. Michael Doherty)","female","no",24,"Third","Passenger","British","","Married","Deported","","","Adult"
1464,"Koczurko","Wilkenti","male","no",59,"Third","Passenger","Russian","","","Chicago","","","Adult"
1465,"Komaryshyn","Hryhory","male","yes",43,"Third","Passenger","Russian","","","Sault Sainte Marie","","","Adult"
1466,"Kornejczyk","Andrej","male","no",25,"Third","Passenger","Russian","","","Clarksburg","","","Adult"
1467,"Koweretz","Naum D.","male","no",29,"Third","Passenger","Russian","","","Chicago","","","Adult"
1468,"Kozlowski","Mr. Kost","male","no",26,"Third","Passenger","Russian","","","Clarksburg","","","Adult"
1469,"Kulicz","Stegan","male","no",32,"Third","Passenger","Russian","","","Chicago","","","Adult"
1470,"Lambert","William Patrick","male","no",5,"Third","Passenger","USA","","Single","New York","","","Minor"
1471,"Lambert","John (Delia Gately)","female","no",25,"Third","Passenger","British","","Married","New York","","","Adult"
1472,"Leyland","William","male","no",44,"Third","Passenger","British","","","San Francisco","","","Adult"
1473,"Lichaczow","Ignatii","male","no",23,"Third","Passenger","Russian","","","Windsor","","","Adult"
1474,"Light","Herbert","male","yes",32,"Third","Passenger","British","","","Camden","","","Adult"
1475,"Lindley","Harry","male","no",24,"Third","Passenger","British","","","Toledo","","","Adult"
1476,"Lizawczuk","Alexaj","male","no",26,"Third","Passenger","Russian","","","Philadelphia","","","Adult"
1477,"Lockhart","James","male","no",30,"Third","Passenger","British","","","New York","","","Adult"
1478,"Lockwood","Clifford","male","no",11,"Third","Passenger","British","","Single","Harrison","","","Minor"
1479,"Lockwood","Dick (Florence Robshaw)","female","no",35,"Third","Passenger","British","","Married","Harrison","","","Adult"
1480,"Lockwood","Lily (Lillian)","female","no",7,"Third","Passenger","USA","","Single","Harrison","","","Minor"
1481,"Logan","Robert","male","no",11,"Third","Passenger","USA","","Single","New York","","","Infant"
1482,"Logan","James (Ruth Cooper)","female","yes",27,"Third","Passenger","British","","Married","New York","","Found by Rescue Vessel","Adult"
1483,"Lognunietz","Wasili","male","no",23,"Third","Passenger","Russian","","","Chicago","","","Adult"
1484,"Long","Harry","male","no",21,"Third","Passenger","British","","","Detroit","","","Adult"
1485,"Losevicz","Fadej","male","no",32,"Third","Passenger","Russian","","","Woodhaven","","","Adult"
1486,"Lucko","Timofej","male","no",20,"Third","Passenger","Russian","","","Hastings","","","Adult"
1487,"Luker","Francis John","male","yes",30,"Third","Passenger","British","","","Saskatoon","Found Lifeboat","Found by Rescue Vessel","Adult"
1488,"Lukianowicz","Wawren","male","no",39,"Third","Passenger","Russian","","","Chicago","","","Adult"
1489,"Lyons","Annie","female","no",26,"Third","Passenger","British","","Single","Newark","","","Adult"
1490,"Mackenzie","Robert Anderson","male","yes",40,"Third","Passenger","British","","","New York","","","Adult"
1491,"Malicz","Pawel L.","male","yes",34,"Third","Passenger","Russian","","","Chicago","","","Adult"
1492,"Marchewka","Josef","male","no",50,"Third","Passenger","Russian","","","Three Rivers","","","Adult"
1493,"Marks","Georgina","female","no",24,"Third","Passenger","British","","Single","Bristol","","","Adult"
1494,"Marks","G. (Elizabeth Brock)","female","no",50,"Third","Passenger","British","","Married","Bristol","","","Adult"
1495,"Marsh","Thomas","male","no",29,"Third","Passenger","British","","Married","Toronto","","","Adult"
1496,"Marsh","Thomas, Jr.","male","no",11,"Third","Passenger","British","","Single","Toronto","","","Infant"
1497,"Marsh","Thomas (Annie)","female","yes",26,"Third","Passenger","British","","Married","Toronto","","","Adult"
1498,"Marshall","Fannie E.","female","yes",35,"Third","Passenger","British","","Married","","","","Adult"
1499,"Martin","Albert (Laura Truman)","female","yes",56,"Third","Passenger","British","","Married","New Philadelphia","","","Adult"
1500,"Mason","Joseph Howard","male","no",31,"Third","Passenger","British","","","Detroit","","","Adult"
1501,"Matthews","Thomas","male","yes",27,"Third","Passenger","British","","","Calumet","","","Adult"
1502,"Mazurak","Iwan ""John""","male","yes",22,"Third","Passenger","Russian","","","Waterbury","","","Adult"
1503,"Mcafee","Thomas","male","no",28,"Third","Passenger","British","","","","","","Adult"
1504,"Mcanemy","John","male","no",23,"Third","Passenger","British","","","New York","","","Adult"
1505,"Mccallum","Albert Alexander","male","no",27,"Third","Passenger","British","","","New York","","","Adult"
1506,"Mcclammond","Samuel","male","yes",32,"Third","Passenger","British","","","New York","","","Adult"
1507,"Mccormick","Thomas","male","yes",30,"Third","Passenger","British","","","Nashua","","Found by Rescue Vessel","Adult"
1508,"Mccready","Robert G.","male","no",28,"Third","Passenger","British","","","","","","Adult"
1509,"Mcdermott","Andrew","male","yes",22,"Third","Passenger","British","","","Boston","","","Adult"
1510,"Mckeon","Jane","female","no",24,"Third","Passenger","British","","Single","New York","","","Adult"
1511,"Mcloughlin","Patrick J.","male","yes",35,"Third","Passenger","British","","Married","Hartford","","","Adult"
1512,"Mcnulty","Stephen","male","no",27,"Third","Passenger","British","","","New York","","","Adult"
1513,"Meaney","George Peter","male","no",30,"Third","Passenger","British","","","Thomas","","","Adult"
1514,"Michalkowicz","Iwan","male","no",26,"Third","Passenger","Russian","","","Chicago","","","Adult"
1515,"Molloy","Robert J.","male","no",NA,"Third","Passenger","British","","","Deported","","","Adult"
1516,"Moses","George (Janet Lynn)","female","yes",46,"Third","Passenger","British","","Married","Wilkinsburg","","","Adult"
1517,"Muirhead","William","male","yes",31,"Third","Passenger","British","","","New York","","","Adult"
1518,"Murasko","Boris","male","no",24,"Third","Passenger","Russian","","","Oxford Furnace","","","Adult"
1519,"Murray","Walter","male","no",4,"Third","Passenger","British","","Single","Chicago","","","Minor"
1520,"Murray","James (Margaret Gray)","female","no",26,"Third","Passenger","British","","Married","Chicago","","","Adult"
1521,"Murray","Mary","female","no",NA,"Third","Passenger","British","","Married","","","","Adult"
1522,"Neilborski","Gregory","male","no",22,"Third","Passenger","Russian","","","Oxford Furnace","","","Adult"
1523,"Neilson","Gerda Theoline","female","yes",29,"Third","Passenger","British","","Single","Brooklyn","","","Adult"
1524,"Neilson","Violet","female","yes",NA,"Third","Passenger","Norwegian","","Single","Deported","","","Adult"
1525,"Nikander","Gunnar","male","no",NA,"Third","Passenger","Russian","","","Deported","","","Adult"
1526,"Norman","Jasper","male","no",27,"Third","Passenger","British","","","Rochester","","","Adult"
1527,"O'connor","John","male","no",23,"Third","Passenger","British","","","New York","","","Adult"
1528,"Oginski","Danil","male","no",27,"Third","Passenger","Russian","","","Hartford","","","Adult"
1529,"Ohannia","Aziz","male","no",35,"Third","Passenger","Persian","","","Chicago","","","Adult"
1530,"O'kelly","John J.","male","no",28,"Third","Passenger","British","","","New York","","","Adult"
1531,"Oleszko","John","male","no",22,"Third","Passenger","Russian","","","Chicago","","","Adult"
1532,"Olivar","Diego","male","no",46,"Third","Passenger","Mexican","","","New York","","","Adult"
1533,"Orydyniec","Andrzej","male","no",45,"Third","Passenger","Russian","","","Syracuse","","","Adult"
1534,"Owens","Patrick","male","no",29,"Third","Passenger","British","","","St  Louis","","","Adult"
1535,"Palmer","Charles","male","no",21,"Third","Passenger","British","","","Camden","","","Adult"
1536,"Parkes","William Henry","male","yes",23,"Third","Passenger","British","","","","","","Adult"
1537,"Perka","Maxim Antanow","male","yes",27,"Third","Passenger","Russian","","","","","","Adult"
1538,"Petrenok","Andrej","male","no",34,"Third","Passenger","Russian","","","Mechanicsville","","","Adult"
1539,"Petronsian","Kahraman","male","yes",16,"Third","Passenger","Russian","","","New York","","","Minor"
1540,"Phillips","William","male","no",40,"Third","Passenger","British","","","Hillcrest","","","Adult"
1541,"Pickard","Frederick J.","male","yes",30,"Third","Passenger","British","","","New York","","","Adult"
1542,"Podrubleny","Aleksij","male","no",38,"Third","Passenger","Russian","","","Niagara Falls","","","Adult"
1543,"Polubinski","Mikentii","male","yes",44,"Third","Passenger","Russian","","","North Easton","","","Adult"
1544,"Pryor","John","male","no",25,"Third","Passenger","British","","","New York","","","Adult"
1545,"Pulik","Mychail","male","yes",34,"Third","Passenger","Russian","","","Sault Ste  Marie","","","Adult"
1546,"Rawen","Annie","female","yes",29,"Third","Passenger","British","","Single","Chicago","","","Adult"
1547,"Reid","John H.","male","no",50,"Third","Passenger","British","","","Trenton","","","Adult"
1548,"Reid","Ellen","female","no",26,"Third","Passenger","British","","Married","New York","","","Adult"
1549,"Riley","Ethel","female","yes",4,"Third","Passenger","British","","Single","Boston","Found Lifeboat","Found by Rescue Vessel","Minor"
1550,"Riley","Sutcliffe","female","yes",4,"Third","Passenger","British","","Single","Boston","Found Lifeboat","Found by Rescue Vessel","Minor"
1551,"Riley","Edward","male","yes",30,"Third","Passenger","British","","Married","Boston","","","Adult"
1552,"Riley","Edward (Annie Taylor)","female","yes",29,"Third","Passenger","British","","Married","Boston","","","Adult"
1553,"Robinson","Allan William","male","no",26,"Third","Passenger","British","","Single","Clay Centre","","","Adult"
1554,"Robshaw","George (Edith)","female","no",26,"Third","Passenger","British","","","Kearney","","","Adult"
1555,"Sargis","Pera","male","no",28,"Third","Passenger","Persian","","","Gary","","","Adult"
1556,"Scott","Arthur, Jr.","male","yes",8,"Third","Passenger","British","","Single","No  Adams","","","Minor"
1557,"Scott","Arthur (Alice Ann Kay)","female","no",29,"Third","Passenger","British","","Married","No  Adams","","","Adult"
1558,"Seferien","Levon","male","yes",29,"Third","Passenger","Persian","","","Troy","","","Adult"
1559,"Seisian","Karatioum","male","no",35,"Third","Passenger","Persian","","","Troy","","","Adult"
1560,"Self","James","male","no",33,"Third","Passenger","British","","Married","","","","Adult"
1561,"Self","James (Florence Carl)","female","no",30,"Third","Passenger","British","","Married","","","","Adult"
1562,"Sergis","George","male","yes",37,"Third","Passenger","Persian","","","Yonkers","","","Adult"
1563,"Shacknell","William George","male","yes",50,"Third","Passenger","British","","","New York","","","Adult"
1564,"Sharp","Samuel S.","male","yes",53,"Third","Passenger","British","","Married","Crooksville","","","Adult"
1565,"Sharp","George","male","yes",15,"Third","Passenger","British","","Single","Crooksville","","","Minor"
1566,"Sharp","Annie","female","yes",32,"Third","Passenger","British","","Married","Boston","Found Lifeboat","","Adult"
1567,"Sharp","Samuel S. (Mary Jane)","female","yes",53,"Third","Passenger","British","","Married","Crooksville","","","Adult"
1568,"Sheedy","Patrick","male","no",30,"Third","Passenger","British","","","Deported","","","Adult"
1569,"Shepperson","Arthur George","male","yes",26,"Third","Passenger","British","","","New York","","","Adult"
1570,"Shirras","Robert Brown","male","no",26,"Third","Passenger","British","","","","","","Adult"
1571,"Shkerdoff","Jacob","male","yes",19,"Third","Passenger","Russian","","","Pittsburgh","","","Adult"
1572,"Shkerdoff","Archie","male","no",21,"Third","Passenger","Russian","","","Pittsburgh","","","Adult"
1573,"Sidwell","George","male","no",48,"Third","Passenger","British","","","Hamilton","","","Adult"
1574,"Sikiwicki","Andro","male","no",25,"Third","Passenger","Russian","","","Franklin Furnace","","","Adult"
1575,"Sikora","Joseph","male","no",32,"Third","Passenger","Russian","","","Buffalo","","","Adult"
1576,"Simpson","Edward","male","yes",50,"Third","Passenger","British","","","Lawrence","","","Adult"
1577,"Skelton","Frederick","male","no",30,"Third","Passenger","British","","","Hamilton","","","Adult"
1578,"Smethurst","Harold","male","yes",27,"Third","Passenger","British","","Married","New Philadelphia","","","Adult"
1579,"Smethurst","Harold (Alice)","female","yes",24,"Third","Passenger","British","","Married","New Philadelphia","","","Adult"
1580,"Smith","George","male","yes",33,"Third","Passenger","British","","","","","","Adult"
1581,"Smith","Agnes","female","no",24,"Third","Passenger","British","","Single","Glencoe","","","Adult"
1582,"Smith","William (Minnie)","female","no",28,"Third","Passenger","British","","Married","Hamilton","","","Adult"
1583,"Snowden","Fred A.","male","no",30,"Third","Passenger","British","","","Toronto","","","Adult"
1584,"Snowden","Thomas","male","yes",30,"Third","Passenger","British","","","Lynn","","","Adult"
1585,"Sobolowski","Mitrofan","male","yes",29,"Third","Passenger","Russian","","","Lyndora","","","Adult"
1586,"Solonina","Stefan","male","no",37,"Third","Passenger","Russian","","","East St  Louis","","","Adult"
1587,"Spendley","David March (Kate Bermet)","female","yes",28,"Third","Passenger","British","","Married","Sunderland","","","Adult"
1588,"Stacey","Joseph Nelson","male","no",22,"Third","Passenger","British","","","","","","Adult"
1589,"Stachula","Michael","male","no",30,"Third","Passenger","Russian","","","Buffalo","","","Adult"
1590,"Standfast","Noel","male","no",40,"Third","Passenger","British","","","Nanaimo","","","Adult"
1591,"Stankiewicz","Anthony","male","no",46,"Third","Passenger","Russian","","","Trenton","","","Adult"
1592,"Steele","George","male","yes",29,"Third","Passenger","British","","","New York","","","Adult"
1593,"Stenson","Delia","female","no",40,"Third","Passenger","British","","Single","Boston","","","Adult"
1594,"Stephen","Thomas Ohan","male","yes",23,"Third","Passenger","USA","","","Chicago","","","Adult"
1595,"Stevens","George","male","yes",28,"Third","Passenger","British","","","Olean","","","Adult"
1596,"Stevenson","Hugh","male","no",31,"Third","Passenger","British","","","Yonkers","","","Adult"
1597,"Stockton","Alfred","male","yes",23,"Third","Passenger","British","","","Marion","","","Adult"
1598,"Stolarenic","Vasili","male","no",26,"Third","Passenger","Russian","","","Chicago","","","Adult"
1599,"Strulz","Theodor","male","no",27,"Third","Passenger","Russian","","","","","","Adult"
1600,"Strynechuk","Save","male","yes",26,"Third","Passenger","Russian","","","Palmerton","","","Adult"
1601,"Swallow"," Allan","male","no",17,"Third","Passenger","British","","","Hamilton","","","Minor"
1602,"Tadus","Asset","male","no",38,"Third","Passenger","Persian","","","Yonkers","","","Adult"
1603,"Taracsewics","Iwan","male","yes",42,"Third","Passenger","Russian","","","Palmerton","","","Adult"
1604,"Taylor","Harold William (Lucy Haddock)","female","yes",19,"Third","Passenger","British","","Married","Niagara Falls","Found Lifeboat","Found by Rescue Vessel","Adult"
1605,"Taylor","Harold William","male","yes",21,"Third","Passenger","British","","Married","Niagara Falls","","","Adult"
1606,"Taylor","Arthur","male","no",NA,"Third","Passenger","British","","","","","","Adult"
1607,"Thompson","Norman","male","no",18,"Third","Passenger","British","","Single","Canton","","","Adult"
1608,"Thompson","Joseph","male","yes",40,"Third","Passenger","British","","Married","Canton","","Found by Rescue Vessel","Adult"
1609,"Thompson","Joseph (Sarah Ann)","female","no",40,"Third","Passenger","British","","Married","Canton","","","Adult"
1610,"Tobin","Nora","female","yes",25,"Third","Passenger","British","","Married","Boston","","","Adult"
1611,"Tomaszewicz","Iwan","male","yes",28,"Third","Passenger","Russian","","","Bayonne","","","Adult"
1612,"Tomms","Elizabeth","female","no",NA,"Third","Passenger","British","","Single","Toronto","","","Adult"
1613,"Topping","Albert (Margaret Shenty)","female","no",40,"Third","Passenger","British","","Married","Brooklyn","","","Adult"
1614,"Topping","Hilda","female","no",10,"Third","Passenger","British","","Single","Brooklyn","","","Minor"
1615,"Touhey","Margaret","female","yes",25,"Third","Passenger","British","","Single","New York","","","Adult"
1616,"Travers","Jane","female","no",30,"Third","Passenger","British","","Married","Newark","","","Adult"
1617,"Tucker","Albert","male","no",25,"Third","Passenger","British","","","Hamilton","","","Adult"
1618,"Twining","Edwin","male","no",19,"Third","Passenger","British","","","New York","","","Adult"
1619,"Tyler","Samuel","male","no",28,"Third","Passenger","British","","","Whitehall","","","Adult"
1620,"Veals","Albert Edward","male","yes",31,"Third","Passenger","British","","Married","Orange","Found Lifeboat","Found by Rescue Vessel","Adult"
1621,"Veals","Albert Edward (Agnes Maud Bailey)","female","yes",27,"Third","Passenger","British","","Married","Orange","Found Lifeboat","Found by Rescue Vessel","Adult"
1622,"Waaranen","Ellen Marie","female","no",22,"Third","Passenger","Russian","","Single","Worcester","","","Adult"
1623,"Ward","Joseph","male","no",41,"Third","Passenger","British","","","Blakely","","","Adult"
1624,"Ward","George","male","yes",48,"Third","Passenger","British","","Married","Newark","","","Adult"
1625,"Ward","George (Ellen)","female","yes",43,"Third","Passenger","British","","Married","Newark","","","Adult"
1626,"Wardle","Frank (Cissie)","female","no",22,"Third","Passenger","British","","Married","Adamsdale","","","Adult"
1627,"Watson","Kate","female","no",NA,"Third","Passenger","British","","Married","Seaforth","","","Adult"
1628,"Webb","William","male","no",40,"Third","Passenger","British","","Married","Medforth","","","Adult"
1629,"Webb","William (Sarah)","female","no",32,"Third","Passenger","British","","Married","Medforth","","","Adult"
1630,"Webb","Elizabeth","female","no",69,"Third","Passenger","British","","Married","Medforth","","","Adult"
1631,"Welsh","John","male","yes",34,"Third","Passenger","British","","Single","Manchester","","","Adult"
1632,"Wilkes","Alice Kate","female","yes",30,"Third","Passenger","British","","Single","Chicago","","","Adult"
1633,"Williams","David","male","no",27,"Third","Passenger","British","","","Edmonton","","","Adult"
1634,"Williams","James","male","no",38,"Third","Passenger","British","","","New York","","","Adult"
1635,"Williams","Thomas","male","no",45,"Third","Passenger","British","","","Johnstown","","","Adult"
1636,"Williams","David","male","no",3,"Third","Passenger","British","","Single","Plainfield","","","Infant"
1637,"Williams","George Albert","male","no",6,"Third","Passenger","British","","Single","Plainfield","","","Minor"
1638,"Williams","John Edward","male","yes",10,"Third","Passenger","British","","Single","Plainfield","","","Minor"
1639,"Williams","Harry John (Elizabeth Annie Millman)","female","no",37,"Third","Passenger","British","","Married","Plainfield","","","Adult"
1640,"Williams","Florence","female","no",4,"Third","Passenger","British","","Single","Plainfield","","","Minor"
1641,"Williams","Ethel","female","no",5,"Third","Passenger","British","","Single","Plainfield","","","Minor"
1642,"Williams","Edith","female","yes",9,"Third","Passenger","British","","Single","Plainfield","","","Minor"
1643,"Wilson","Frank","male","no",4,"Third","Passenger","British","","Single","Toronto","","","Minor"
1644,"Wilson","William (Emily)","female","no",NA,"Third","Passenger","British","","Married","Toronto","","","Adult"
1645,"Wilson","Dorothy","female","no",2,"Third","Passenger","British","","Single","Toronto","","","Minor"
1646,"Woodword","Robert","male","yes",22,"Third","Passenger","British","","","Niagara Falls","","","Adult"
1647,"Worrell","Fred A.","male","no",45,"Third","Passenger","British","","","New York","","","Adult"
1648,"Yohama","Envia","male","no",40,"Third","Passenger","Persian","","","Chicago","","","Adult"
1649,"Yohanan","Alvaretz","male","yes",32,"Third","Passenger","Persian","","","Chicago","","","Adult"
1650,"York","William","male","no",NA,"Third","Passenger","British","","","Brantford","","","Adult"
1651,"Young","Charles (Elizabeth Grossart)","female","no",27,"Third","Passenger","British","","Married","Chicago","","","Adult"
1652,"Zaliachanoff","Khaeho","male","no",37,"Third","Passenger","Russian","","","New York","","","Adult"
1653,"Domingues","Manuel","male","no",NA,"Third","Passenger","British","","","","","","Adult"
1654,"Genanselm","A.","male","no",NA,"Third","Passenger","British","","","","","","Adult"
1655,"Slight","Harold James","male","no",32,"Third","Passenger","British","","","","","","Adult"
1656,"Adamson","Thomas","male","yes",32,"Victualling","Crew","British","First Waiter","","","","","Adult"
1657,"Aindow","Charles","male","no",NA,"Victualling","Crew","British","Night Watchman","","","","","Adult"
1658,"Allan","Ashley","male","no",NA,"Victualling","Crew","British","Third Waiter","","","","","Adult"
1659,"Allen","Norman Frederick","male","no",NA,"Victualling","Crew","British","Second Waiter","","","","","Adult"
1660,"Allport","Harry Ride George","male","yes",34,"Victualling","Crew","British","Saloon Steward","","","","","Adult"
1661,"Almond","John","male","no",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1662,"Anderson","James","male","yes",NA,"Victualling","Crew","British","Second Cabin Cabin Bed Steward","","","","","Adult"
1663,"Anderson","William","male","yes",NA,"Victualling","Crew","British","Barkeeper","","","","","Adult"
1664,"Archer","Joseph","male","yes",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1665,"Ashcroft","Gordon Ernest","male","no",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1666,"Bain","Duncan Campbell","male","no",NA,"Victualling","Crew","British","Waiter","","","","","Adult"
1667,"Baldwin","Thomas","male","yes",28,"Victualling","Crew","British","First Waiter","","","","","Adult"
1668,"Baldwin","Edgar","male","yes",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1669,"Banner","A.","male","no",NA,"Victualling","Crew","British","Waiter","","","","","Adult"
1670,"Barnes","William","male","yes",44,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1671,"Bates","George","male","no",17,"Victualling","Crew","British","Steward's Boy","","","","","Minor"
1672,"Beckett","Henry","male","yes",38,"Victualling","Crew","British","Passenger Cook","","","","","Adult"
1673,"Beesley","George William Alfred","male","no",NA,"Victualling","Crew","British","Junior Assistant Purser","","","","","Adult"
1674,"Betrand","Maurice (Laparge)","male","no",NA,"Victualling","Crew","British","Extra Second Cook","","","","","Adult"
1675,"Bird","Marian May","female","yes",40,"Victualling","Crew","British","Stewardess","","","Found Lifeboat","Found by Rescue Vessel","Adult"
1676,"Bird","Walter","male","no",NA,"Victualling","Crew","British","Chief Butcher","","","","","Adult"
1677,"Blend","John Henry","male","no",NA,"Victualling","Crew","British","Waiter","","","","","Adult"
1678,"Blythyn","Robert William","male","no",NA,"Victualling","Crew","British","Smokeroom Steward","","","","","Adult"
1679,"Bond","Edward","male","yes",NA,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1680,"Bostock","Joseph James","male","no",NA,"Victualling","Crew","British","Assistant Engineers' Mess Steward","","","","","Adult"
1681,"Boyd","Fullerton Rimmer","male","yes",37,"Victualling","Crew","British","Boots Steward","","","","","Adult"
1682,"Brooke","George","male","no",NA,"Victualling","Crew","British","Third Waiter","","","","","Adult"
1683,"Brown","James H.","male","yes",29,"Victualling","Crew","British","First Waiter","","","","","Adult"
1684,"Browne","E. Bennett","male","no",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1685,"Burden","Arthur Howell","male","no",NA,"Victualling","Crew","British","Assistant Purser","","","","","Adult"
1686,"Burrows","Francis","male","no",NA,"Victualling","Crew","British","Waiter","","","","","Adult"
1687,"Burrows","William","male","yes",15,"Victualling","Crew","British","Steward's Boy","","","","","Minor"
1688,"Caldicott","Samuel","male","yes",32,"Victualling","Crew","British","Assistant Smokeroom Steward","","","","","Adult"
1689,"Cartwright","Harry","male","no",NA,"Victualling","Crew","British","Second Cabin Cabin Bed Steward","","","","","Adult"
1690,"Casey","Martin","male","no",NA,"Victualling","Crew","British","Second Cabin Cabin Bed Steward","","","","","Adult"
1691,"Cassels","Nora Isabel","female","no",44,"Victualling","Crew","British","Stewardess","","","","","Adult"
1692,"Chamberlain","Richard","male","no",NA,"Victualling","Crew","British","Night Watchman","","","","","Adult"
1693,"Charlton","George J.","male","yes",53,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1694,"Chisholm","Robert Daniel Fletcher","male","yes",33,"Victualling","Crew","British","Second Steward","","","","","Adult"
1695,"Christian","K.","male","no",NA,"Victualling","Crew","British","Second Cabin Cabin Bed Steward","","","","","Adult"
1696,"Christian","William Edward","male","no",NA,"Victualling","Crew","British","Third Baker","","","","","Adult"
1697,"Clark","Robert James","male","yes",15,"Victualling","Crew","British","Steward's Boy","","","","","Minor"
1698,"Clarke","James","male","yes",NA,"Victualling","Crew","British","Second Waiter","","","","","Adult"
1699,"Clegg","Arthur","male","no",NA,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1700,"Collins","James","male","yes",NA,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1701,"Comerford","Thomas","male","yes",31,"Victualling","Crew","British","First Waiter","","","","","Adult"
1702,"Connertin","Thomas","male","no",NA,"Victualling","Crew","British","Extra Third Cook","","","","","Adult"
1703,"Conway","Richard","male","no",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1704,"Cooper","Frederick","male","yes",NA,"Victualling","Crew","British","Fourth Baker","","","","","Adult"
1705,"Cowan","Alex","male","yes",NA,"Victualling","Crew","British","Lift Attendant","","","","","Adult"
1706,"Craigie","Margaret","female","yes",40,"Victualling","Crew","British","Stewardess","","","","","Adult"
1707,"Cranston"," George","male","no",NA,"Victualling","Crew","British","Night Watchman","","","","","Adult"
1708,"Crawford","Thomas","male","yes",NA,"Victualling","Crew","British","Third Butcher","","","","","Adult"
1709,"Critchley","David","male","no",NA,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1710,"Cummings","John","male","no",NA,"Victualling","Crew","British","Scullion","","","","","Adult"
1711,"Currie","George","male","yes",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1712,"Danson","Richard","male","yes",45,"Victualling","Crew","British","Assistant Pantry Steward","","Birkenhead","","Found by Rescue Vessel","Adult"
1713,"Darcy","John","male","yes",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1714,"Davies","Charles","male","yes",NA,"Victualling","Crew","British","Assistant Pantry Steward","","","","","Adult"
1715,"Davies","Fred","male","no",NA,"Victualling","Crew","British","Ship's Printer","","","","","Adult"
1716,"Davies","Kenneth","male","no",NA,"Victualling","Crew","British","Assistant Engineers' Mess Steward","","","","","Adult"
1717,"Dawes","Thomas George","male","no",NA,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1718,"Deiner","Frederick","male","yes",32,"Victualling","Crew","British","First Waiter","","","","","Adult"
1719,"Denton","Jonathan S.","male","yes",47,"Victualling","Crew","British","Barber","","","","","Adult"
1720,"Dewhurst","Elizabeth Ross Morris","female","yes",32,"Victualling","Crew","British","Stewardess","","","","","Adult"
1721,"Dewrance","Sydney","male","no",NA,"Victualling","Crew","British","Sculleryman","","","","","Adult"
1722,"Dickinson","John Faulkner","male","no",NA,"Victualling","Crew","British","Third Waiter","","","","","Adult"
1723,"Dimmond","John","male","no",NA,"Victualling","Crew","British","Scullion","","","","","Adult"
1724,"Dingley","H. J.","male","no",NA,"Victualling","Crew","British","Waiter","","","","","Adult"
1725,"Dodwell","Eleanor","female","no",26,"Victualling","Crew","British","Stewardess","","","","","Adult"
1726,"Draper","Percy","male","yes",30,"Victualling","Crew","British","Second Purser","","","","","Adult"
1727,"Driscoll","Cornelius","male","no",20,"Victualling","Crew","British","Third Waiter","","","","","Adult"
1728,"Duncan","Joseph","male","yes",NA,"Victualling","Crew","British","Assistant Cook","","","","","Adult"
1729,"Duncan","Christina Campbell","female","no",36,"Victualling","Crew","British","Stewardess","","","","","Adult"
1730,"Eastwood","William Henry","male","no",NA,"Victualling","Crew","British","Second Cabin Cabin Bed Steward","","","","","Adult"
1731,"Edgar","William Henry","male","no",NA,"Victualling","Crew","British","Second Waiter","","","","","Adult"
1732,"Edwards","Henry","male","no",NA,"Victualling","Crew","British","Sculleryman","","","","","Adult"
1733,"Edwards","Joseph","male","no",NA,"Victualling","Crew","British","Third Waiter","","","","","Adult"
1734,"Enderson","Anna","female","no",45,"Victualling","Crew","Norwegian","Matron","","","","","Adult"
1735,"Ferris","John","male","yes",NA,"Victualling","Crew","British","Assistant Steward","","Fenit","","","Adult"
1736,"Finucane","Noel","male","yes",24,"Victualling","Crew","British","First Waiter","","","","","Adult"
1737,"Fletcher","George","male","yes",NA,"Victualling","Crew","British","First Waiter","","","","","Adult"
1738,"Fletcher","William S.","male","yes",NA,"Victualling","Crew","British","Saloon Cabin Bed Steward","","","","","Adult"
1739,"Foden (foderic, toder)","Robert Ernest","male","yes",NA,"Victualling","Crew","British","Waiter","","","","","Adult"
